Customer_ID,Customer_Acc,Age,Stated_Occupation,Location_State,Account_Tenure_Months,Account_Type,Avg_Balance
CUST_SiTGp,CACC_pHRPott,94,ARCHITECT,Pahang,30,SA,2991.9
CUST_48OOC,CACC_IihWTzc,82,REAL ESTATE ACTIVITIES,Pahang,52,SA,223.63
CUST_nSmf4,CACC_P96LKhC,36,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,WP Putrajaya,239,CA,221.89
CUST_3Fu03,CACC_N3HgdTB,79,FINANCIAL AND INVESTMENT ADVISERS,Terengganu,101,CA,8513.67
CUST_2FtuX,CACC_QA66OBH,16,"RETAIL TRADE,EXCEPT OF MOTOR",WP Labuan,41,SA,5389.53
CUST_LWls2,CACC_CMRT9wT,97,CHILDREN BELOW AGE,Perlis,107,CA,329.87
CUST_5AKOR,CACC_IBq8HSf,93,"PLANT AND MACHINE OPERATORS, AND ASSEMBLERS",Sarawak,142,CA,8635.34
CUST_M1xBs,CACC_FtzIaHj,93,UNIVERSITY AND HIGHER EDUCATION TEACHER,Pulau Pinang,234,CA,6193.15
CUST_IefpT,CACC_7gR75eB,63,POLICE OFFICERS,Melaka,154,SA,9594.22
CUST_GsIuZ,CACC_A7KkL5t,82,PHARMACISTS,Perlis,154,SA,355.29
CUST_0BpGR,CACC_zPxcOUg,78,BANKER,WP Labuan,209,SA,384.17
CUST_lRZHX,CACC_5aHo71Q,50,RELIGIOUS PROFESSIONALS,Negeri Sembilan,68,CA,490.35
CUST_9u0y7,CACC_G2EdkWJ,27,TANNING&DRESSING OF LEATHER;MFR OF,Pahang,78,SA,340.1
CUST_I45lK,CACC_JRjJcHh,11,LANDSCAPE ARCHITECTS,Kedah,50,CA,335.92
CUST_zDakf,CACC_qxYzT9f,76,TELECOMMUNICATION,Sarawak,205,SA,576.39
CUST_CeL3O,CACC_OPnj6ZR,14,PENSIONER,Pulau Pinang,223,SA,5477.85
CUST_3GFzG,CACC_DZ5qGz0,82,ECONOMISTS,Negeri Sembilan,236,CA,726.72
CUST_xjwmn,CACC_mwtIzhU,56,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,WP KL,201,CA,2624.31
CUST_wXqnP,CACC_QDIadKZ,64,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Pulau Pinang,91,SA,195.19
CUST_WtUaX,CACC_LqOSx6p,92,SHIPS DECK OFFICERS AND PILOTS,Perlis,186,CA,1075.96
CUST_ch70e,CACC_oMxihvn,16,MANAGERS,Melaka,178,CA,1868.98
CUST_Mlrf1,CACC_4I7mnFm,75,HOSPITALITY & REL SERVICES PROFESSI,Kelantan,128,SA,2649.92
CUST_sI77K,CACC_xZkbw9x,93,PILOT,Kelantan,64,SA,2614.98
CUST_kDFgm,CACC_KKIjAjd,51,SYSTEM ANALYSTS,Perlis,176,SA,406.68
CUST_5xgeO,CACC_lI50HwH,74,EXECUTIVE,Perlis,160,SA,843.22
CUST_Z5wMp,CACC_tUt3yvn,34,COMPUTER PROGRAMMER,Pulau Pinang,130,CA,239.3
CUST_TJ7JF,CACC_6ibtXHt,25,POLICE OFFICERS,WP Putrajaya,225,CA,4235.61
CUST_wldIX,CACC_o9As06a,20,PERSONAL SERVICES WORKERS NOT ELWHE,WP KL,212,SA,226.27
CUST_HHdkC,CACC_qhAFcsz,48,MANAGERS,WP Putrajaya,113,CA,1777.88
CUST_bASf4,CACC_twhGY9C,89,SYSTEM ANALYSTS,Pahang,188,SA,1507.02
CUST_CGp9B,CACC_pIomFq3,87,STUDENT,Negeri Sembilan,61,CA,3667.48
CUST_I0wyM,CACC_A4Ro4CA,10,"PUBLIC ADMINISTRATION & DEFENSE,",Kedah,198,SA,246.91
CUST_8x7OR,CACC_0PDpx85,20,PHARMACIST,WP KL,169,SA,2926.21
CUST_zbCcM,CACC_HHrfhuh,66,EXECUTIVE,WP KL,110,CA,11769.28
CUST_ytDLA,CACC_QGsg8ul,55,SELF-EMPLOYED,Kelantan,150,CA,564.34
CUST_CN2cr,CACC_ZKXFvLX,98,IT SPECIALIST,Perak,133,SA,4129.15
CUST_Pn2jb,CACC_IP6hSZj,58,"LIBRARIANS, ARCHIVISTS AND CURATORS",Negeri Sembilan,158,CA,1182.93
CUST_6JJcf,CACC_qZ4dIH8,22,PILOT,Pahang,27,CA,836.95
CUST_mawlY,CACC_n8ZJZ0N,95,IT SPECIALIST,Terengganu,79,SA,855.05
CUST_CSZdd,CACC_JNFjVjk,73,"MINING,MANUFACTURING & CONSTRUCTION PROF",Terengganu,143,SA,100.0
CUST_mTPwV,CACC_iMagmgW,96,HOTELS AND RESTAURANTS,WP KL,178,SA,1468.12
CUST_2H50f,CACC_tgQxPTg,85,MANUFACTURE OF TOBACCO PRODUCTS,Perlis,14,CA,2338.69
CUST_DE10y,CACC_DERjUeK,75,"SALES, MARKETING & PUBLIC RELATIONS",Kedah,180,SA,4003.13
CUST_Abzr1,CACC_ZXrJOlp,20,BUILDING ARCHITECTS,Pulau Pinang,123,SA,903.46
CUST_E9bva,CACC_TvqIruY,93,"EDUCATION, HEALTH AND OTHERS",Pulau Pinang,7,SA,5033.01
CUST_MugcK,CACC_sKZz597,60,RELIGIOUS TEACHERS,WP KL,194,SA,1696.63
CUST_oIfb0,CACC_YUEzuCa,53,FINANCIAL INTERMEDIATION,WP Labuan,40,CA,7444.83
CUST_LP46C,CACC_nOLSMe9,62,"RECREATIONAL, CULTURAL AND SPORTING",Perlis,8,CA,1439.33
CUST_QP000,CACC_nioZpxv,65,SELF-EMPLOYED,Sabah,91,SA,540.85
CUST_h2U50,CACC_Udgvq0W,55,PHARMACISTS,WP Labuan,76,SA,850.35
CUST_H0XVk,CACC_e0ggGBY,99,SEAMSTRESS,Terengganu,153,CA,3242.93
CUST_LAVTL,CACC_QBl5qba,37,"FORESTRY, LOGGING AND RELATED SERVI",Selangor,138,CA,194.77
CUST_ZRKrg,CACC_ns8xm2d,98,MANUFACTURE OF OTHER NON-METALLIC,Terengganu,218,SA,4461.98
CUST_sR7mw,CACC_c1EHfty,49,CARTOGRAPHERS AND SURVEYORS,Selangor,231,SA,1592.23
CUST_Z8G9J,CACC_Ryt8unV,10,SERVICE MANAGER,Pahang,14,SA,597.4
CUST_w7e29,CACC_1cU8OZE,81,CARTOGRAPHERS AND SURVEYORS,Kelantan,57,SA,2017.36
CUST_hxQ5b,CACC_zOCDX7D,43,GENERAL OFFICE CLERKS,WP Labuan,164,SA,1743.39
CUST_sovA1,CACC_ttYxXD4,31,GENERAL OFFICE CLERKS,Terengganu,60,SA,100.0
CUST_bA7fQ,CACC_pgBvYr3,64,OTHER AGRICULTURE,Negeri Sembilan,61,CA,3009.88
CUST_0gVw0,CACC_3SrkbYH,34,"MINING,MANUFACTURING & CONSTRUCTION PROF",WP Labuan,209,CA,6249.29
CUST_qFpVb,CACC_sayh9nS,79,OTHER SERVICE ACTIVITIES,Selangor,37,CA,748.29
CUST_jL91r,CACC_tkDYe4N,54,ENGINEER,Melaka,29,CA,1004.13
CUST_FEVMi,CACC_BSc7n2V,50,ACCOUNTANT,WP Labuan,231,SA,2278.63
CUST_ufh8R,CACC_V3XOiU3,91,ACCOUNTANTS,Perlis,237,SA,1217.22
CUST_NkmoB,CACC_S0OSTKJ,41,TELECOMMUNICATION,Kedah,71,CA,2618.82
CUST_iPxkw,CACC_nb1d69k,70,OTHERS,WP KL,163,SA,3493.22
CUST_QwdLK,CACC_iTGaoT7,80,HOTELS AND RESTAURANTS,WP Putrajaya,107,CA,781.46
CUST_C67tG,CACC_SCDPjE9,50,PERSONAL SERVICES WORKERS NOT ELWHE,Perlis,191,CA,2041.9
CUST_CD0Gn,CACC_XwD3rbM,97,CRAFT AND RELATED TRADES WORKERS,Perlis,98,CA,1446.72
CUST_ZJARG,CACC_Z1KAGfR,54,STUDENT,Pahang,101,CA,2681.54
CUST_iwc0g,CACC_QOTlP4d,87,SYSTEM ANALYSTS,Pulau Pinang,58,SA,243.62
CUST_UP5dD,CACC_ec1sLJl,14,"SALES, MARKETING & PUBLIC RELATIONS",Melaka,9,SA,297.58
CUST_FA5Ly,CACC_BJGrmdO,17,DENTISTS,Negeri Sembilan,144,SA,396.68
CUST_0eAR0,CACC_hmcK3v9,86,MANAGERS,Negeri Sembilan,63,SA,1538.64
CUST_ic8l4,CACC_9EWtyJT,59,MOTOR VEHICLE MECHANICS AND REPAIRE,Kelantan,146,CA,3699.46
CUST_NfZnT,CACC_zE1BtVX,11,"LIBRARIANS, ARCHIVISTS AND CURATORS",Melaka,160,SA,660.52
CUST_0rStz,CACC_TH3JkOH,79,"FORESTRY, LOGGING AND RELATED SERVI",Sabah,168,CA,1765.84
CUST_KxfH9,CACC_QA5Bi9j,62,MANUFACTURE OF TOBACCO PRODUCTS,Kelantan,140,SA,765.29
CUST_F2ZhK,CACC_mLQsDbk,21,MANAGERS,Pulau Pinang,161,SA,425.63
CUST_zLBDk,CACC_JO020Pm,64,CLERICAL,Selangor,128,CA,4627.51
CUST_uqhsv,CACC_jQvs8JZ,93,HOTELS AND RESTAURANTS,WP Putrajaya,7,CA,3244.24
CUST_xWgaZ,CACC_6Fv3oYJ,71,FINANCIAL INTERMEDIATION,Melaka,89,SA,882.48
CUST_QLqM5,CACC_184PNVd,89,CONSULTANT,Terengganu,212,SA,7034.59
CUST_XZgFt,CACC_othw6jb,19,PHARMACIST,WP Labuan,170,SA,508.48
CUST_1xfGA,CACC_MaucBN8,98,DOCTOR VETERINAR,WP KL,174,SA,163.74
CUST_3mYmT,CACC_VljkXZA,64,DENTISTS,WP Putrajaya,124,CA,1582.38
CUST_EMUXW,CACC_YvIUKTq,14,ENGINEER,Kedah,230,SA,471.79
CUST_PMGdu,CACC_k2VRdM8,26,LAWYER/SOLICITOR,Perlis,18,CA,458.2
CUST_cQHCA,CACC_dF7Pope,89,SERVICE AND SALES WORKERS,Negeri Sembilan,64,CA,1931.44
CUST_STvS2,CACC_v3G9m8W,95,IT SPECIALIST,Kelantan,101,CA,8845.91
CUST_6SNia,CACC_Gy0umYh,56,ENGINEERING PROF(INCL ELECTROTECHNO,Kelantan,64,CA,1027.95
CUST_JG0Xk,CACC_gttS0Xz,46,SERVICE AND SALES WORKERS,Sarawak,12,SA,4382.67
CUST_CMl6Z,CACC_HO3tGXQ,26,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Terengganu,47,SA,799.05
CUST_ZDbLP,CACC_2sI0j2u,40,DOCTOR,Perlis,174,CA,1949.32
CUST_UPSJC,CACC_6E3AwUg,35,PRODUCTION AND MANUFACTURING MANAGERS,Perak,130,CA,14601.3
CUST_hzaWI,CACC_WHL7Fdz,95,CLERICAL SUPPORT WORKERS,Melaka,92,SA,1644.39
CUST_7MKP2,CACC_BXHJ4AT,92,BANKER,Kelantan,114,SA,4106.71
CUST_YggoL,CACC_09IyytW,52,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Melaka,200,SA,1520.43
CUST_qViD5,CACC_VDxomDu,67,COMPUTER PROGRAMMER,WP KL,55,CA,1612.76
CUST_5gbRn,CACC_uAi9RR2,15,NURSE,Perak,193,CA,6368.7
CUST_aJwne,CACC_YJ5oTZt,74,"FINANCE, INSURANCE, REAL ESTATE AND",Pahang,160,SA,1894.82
CUST_lEdm6,CACC_gViKFq9,86,HOSPITALITY & REL SERVICES PROFESSI,Kedah,238,CA,756.83
CUST_R3uuR,CACC_9cguoKS,42,PILOT,Sabah,91,SA,455.42
CUST_tYY3i,CACC_Jskfs4U,47,ADMINISTRATIVE ASSOCIATE PROFESSION,Terengganu,100,CA,1419.93
CUST_rZcbQ,CACC_HzFUpIo,75,MANUFACTURE OF TEXTILES,Pahang,9,SA,284.13
CUST_UxMKw,CACC_61uP4pK,21,OTH BIZ SERV N.E.C,Pahang,185,CA,2128.22
CUST_RRRp4,CACC_4tM7hhr,79,SCHEDULED AIR TRANSPORT,Selangor,148,SA,710.76
CUST_PTmDT,CACC_s8gYbqh,12,DOCTOR,Perak,170,SA,1373.18
CUST_7lWbK,CACC_600UT1h,73,PRODUCTION AND MANUFACTURING MANAGERS,Perak,154,SA,9573.5
CUST_UyPY4,CACC_75T068B,77,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Sarawak,60,SA,327.86
CUST_Gdmcr,CACC_OlnnRSP,51,IT SPECIALIST,Pulau Pinang,101,CA,3873.67
CUST_NoyS1,CACC_jKWACUc,81,EDUCATION,WP KL,60,CA,876.38
CUST_rwlHH,CACC_Yb9RL6J,12,ACCOUNTANT,Perak,151,SA,124.02
CUST_5R8nE,CACC_6IkxPQd,89,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Terengganu,111,CA,1615.8
CUST_szjKJ,CACC_afiPfSq,81,PROFESSIONAL POLICE INSPECTOR & DET,Kedah,239,CA,5921.22
CUST_9BgGF,CACC_qtH8TTS,51,MANAGING DIRECTORS AND CHIEF EXECUTIVES,Perak,54,CA,2164.02
CUST_WpvVU,CACC_wqz4y6Z,45,"SALES, MARKETING & PUBLIC RELATIONS",Negeri Sembilan,181,SA,531.92
CUST_xKeN3,CACC_QIj24FU,23,ACCOUNTANTS,Selangor,71,CA,9487.17
CUST_fDOAF,CACC_b0wGCUo,77,TANNING&DRESSING OF LEATHER;MFR OF,Pulau Pinang,44,CA,1221.44
CUST_JE1Qz,CACC_ihcyCFa,45,"MINING,MANUFACTURING & CONSTRUCTION PROF",Sarawak,143,CA,386.04
CUST_UuMfh,CACC_uscTWZN,66,MEDICAL DOCTOR,Terengganu,182,SA,6697.83
CUST_HvFUK,CACC_KKCzDYr,99,SHIPS DECK OFFICERS AND PILOTS,Melaka,238,SA,9084.43
CUST_Lb4YL,CACC_27872cL,65,PHYSICAL & ENGINEERING SCIEN TECHNICIANS,Perlis,159,SA,878.26
CUST_RPtAj,CACC_uiXzXsc,12,RELIGIOUS PROFESSIONALS,Kedah,224,SA,3331.27
CUST_XemQR,CACC_ZQuGzVi,24,MANUFACTURE OF TOBACCO PRODUCTS,Sarawak,68,CA,126.04
CUST_gKTbi,CACC_np0EWAA,29,RENTING OF MACHINERY&EQUIPMENT W/O,WP Labuan,187,SA,1777.22
CUST_wK03F,CACC_dzd06dD,40,NON-EXECUTIVE,Perlis,143,CA,40617.89
CUST_MSqBN,CACC_3GZMGag,25,UNIVERSITY AND HIGHER EDUCATION TEACHER,Melaka,158,SA,194.15
CUST_LTVWP,CACC_DgWVQ5l,47,MEDICAL DOCTOR,WP KL,214,CA,1088.95
CUST_5rGuG,CACC_DHcmZHM,86,REAL ESTATE ACTIVITIES,Sarawak,29,SA,4310.98
CUST_qgI9b,CACC_CNYDUd6,17,HOSPITALITY & REL SERVICES PROFESSI,WP Labuan,195,SA,434.16
CUST_Kx8Ue,CACC_geR87Xx,45,COMPUTER PROGRAMMER,Selangor,115,CA,4319.65
CUST_oTNL8,CACC_Gx1BkjW,70,OTHER SERVICE ACTIVITIES,Perak,106,SA,1053.59
CUST_nX5x5,CACC_tYvUQb8,61,MANUFACTURE OF TOBACCO PRODUCTS,Perak,73,SA,1696.75
CUST_ViWT8,CACC_VEXgFSK,55,"RECREATIONAL, CULTURAL AND SPORTING",WP Putrajaya,96,SA,507.01
CUST_Nwivu,CACC_hPgz85L,63,GENERAL OFFICE CLERKS,Sabah,239,CA,3297.05
CUST_o60YG,CACC_55j8AmC,94,SYSTEM ANALYSTS,WP Labuan,137,CA,9330.28
CUST_BUuJ0,CACC_OeMccAj,80,WAITER/WAITRESS,Pahang,212,SA,7136.34
CUST_9X0jD,CACC_QpJawJe,29,DOCTOR,Negeri Sembilan,232,CA,1068.25
CUST_7x10L,CACC_5k72jXH,19,MANUFACTURE OF TOBACCO PRODUCTS,WP KL,124,CA,1223.56
CUST_Pin8t,CACC_l4a5WHZ,21,SERVICE AND SALES WORKERS,WP Labuan,192,CA,5435.56
CUST_zERrS,CACC_t2EB6gf,51,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,Sabah,141,CA,1391.15
CUST_mpHXx,CACC_mICkc7g,93,NON-EXECUTIVE,Perak,37,SA,4118.67
CUST_LeVLG,CACC_f6MZNyZ,97,"OTHER COMMUNITY, SOCIAL & PERSONAL",Kelantan,142,SA,838.19
CUST_922nW,CACC_aIaWCMh,43,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Perlis,231,SA,868.47
CUST_CMrhS,CACC_g3YCT6v,85,OTHER NON-SCHEDULED PASSENGER LAND,Kelantan,71,CA,848.75
CUST_Az6Js,CACC_hE42jrY,81,SALES WORKERS NOT ELSEWHERE CLASSIF,WP Putrajaya,19,CA,824.48
CUST_8RTxL,CACC_fRM7MFp,88,EDUCATION,Sabah,132,SA,430.01
CUST_H8m0W,CACC_6mH5xSh,44,"MINING,MANUFACTURING & CONSTRUCTION PROF",WP Putrajaya,217,CA,4993.94
CUST_8brvd,CACC_cc1XRWM,45,SERVICE AND SALES WORKERS,Kelantan,175,CA,100.0
CUST_jwsbM,CACC_5zlFCTJ,87,MEDICAL DOCTOR,Pahang,235,SA,9615.1
CUST_NXfp6,CACC_28COiDW,23,WAITER/WAITRESS,Kedah,40,CA,2823.6
CUST_JjW4Q,CACC_homxMfx,87,LANGUAGE TEACHERS,Terengganu,208,SA,214.96
CUST_6HVGF,CACC_dOZbm60,44,VOCATIONAL EDUCATION TEACHERS,Sarawak,34,SA,1490.94
CUST_aLmTL,CACC_oKpKayO,79,"RECREATIONAL, CULTURAL AND SPORTING",WP Labuan,44,SA,6943.77
CUST_6vLyG,CACC_keggBf6,49,HOUSEHOLD,WP Putrajaya,28,CA,1188.14
CUST_fd5a8,CACC_EtkOOsn,65,GOVERNMENT SERVANT,Selangor,236,CA,332.82
CUST_de3Rd,CACC_sDxysou,80,ECONOMISTS,Perak,112,SA,872.72
CUST_L1vnS,CACC_Vapwp57,73,(BLANK),Selangor,105,SA,1048.72
CUST_yWfCt,CACC_echNluV,21,MANUFACTURE OF TOBACCO PRODUCTS,Melaka,93,SA,749.71
CUST_HuN3t,CACC_QiGG7xJ,35,RELIGIOUS TEACHERS,Pulau Pinang,73,CA,240.63
CUST_gL2tv,CACC_KrzKuWw,53,MOTOR VEHICLE MECHANICS AND REPAIRE,Melaka,96,CA,603.63
CUST_PTXHr,CACC_izrJEad,31,SECRETARY,Selangor,181,CA,874.51
CUST_yMbby,CACC_ROVWLKO,52,ENGINEER,Pulau Pinang,174,CA,250.89
CUST_4uKTL,CACC_QWIAbrS,87,(BLANK),WP Labuan,60,SA,980.6
CUST_vD5We,CACC_mnB1m9d,65,SALES WORKERS NOT ELSEWHERE CLASSIF,WP Labuan,201,SA,2122.47
CUST_fxWcv,CACC_FsAkdde,54,OTHER SERVICE ACTIVITIES,Perak,139,SA,1755.71
CUST_inz9G,CACC_sNMxE0v,99,MANUFACTURE OF TEXTILES,WP Labuan,32,SA,100.0
CUST_JTHYu,CACC_Qylm6aV,99,POLICE OFFICERS,Terengganu,74,CA,497.8
CUST_KNMuD,CACC_n6vYDzA,71,OTHER AGRICULTURE,Melaka,179,CA,1247.99
CUST_Ny8Q5,CACC_4vISq9y,47,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,WP Putrajaya,70,CA,818.26
CUST_7iQAa,CACC_9arPwwl,79,HOSPITALITY & REL SERVICES PROFESSI,Pulau Pinang,179,SA,3894.41
CUST_0NpAj,CACC_jW92CMM,90,ELEMENTARY OCCUPATIONS,Sabah,196,SA,1998.77
CUST_FIYUu,CACC_JXOLKMi,46,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,Perlis,179,SA,727.15
CUST_gntqI,CACC_8KZoZP5,16,TECHNICIAN,WP Putrajaya,177,CA,1309.41
CUST_u8GZd,CACC_IMKLZcO,36,ADMINISTRATIVE ASSOCIATE PROFESSION,Sarawak,54,SA,270.16
CUST_hxnQl,CACC_QHPRIB6,56,"MANUFACTURE OF WEARING APPAREL, DRE",WP Labuan,58,CA,450.78
CUST_0nYPC,CACC_FKwnawJ,28,NURSE,WP Labuan,149,SA,2512.22
CUST_P0EOg,CACC_D11hSGm,58,MANUFACTURE OF OTHER NON-METALLIC,Terengganu,35,CA,1273.57
CUST_wJ6Gt,CACC_8bD2Lg9,77,GOVERNMENT SERVANT,WP KL,43,SA,2723.4
CUST_mRaH9,CACC_OTfpffk,87,NURSE,WP KL,190,SA,612.87
CUST_4xPwt,CACC_RqPgxLU,81,COOKS,WP Putrajaya,6,SA,856.5
CUST_y4J9Y,CACC_VWnodE9,29,GENERAL WORKER,Selangor,102,SA,927.96
CUST_2GRgw,CACC_lXl8d2w,37,TECHNICIAN,Sarawak,53,CA,326.55
CUST_OlSo5,CACC_z6BcN4s,38,COMPANY DIRECTOR,Terengganu,121,CA,2680.1
CUST_DcVy1,CACC_uB0YZ61,14,"SKILLED AGRICULTURAL, FORESTRY, LIVESTOCK AND FISHERY WORKERS",Sarawak,132,CA,1427.75
CUST_g1Nut,CACC_2SNhgZw,81,"OTHER COMMUNITY, SOCIAL & PERSONAL",Sarawak,59,CA,1109.48
CUST_BV7bs,CACC_GnXu5gG,52,SERVICE MANAGER,Perak,19,SA,1672.04
CUST_TMB3z,CACC_yDV8jHI,33,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,Melaka,218,SA,2602.6
CUST_5zUzK,CACC_SNIFLHX,16,TEACHER/LECTURER,WP Putrajaya,25,CA,874.34
CUST_BIgzt,CACC_jFwCnZ2,37,"EDUCATION, HEALTH AND OTHERS",Perak,128,SA,5542.99
CUST_sZbrV,CACC_KcEKaxw,33,ACCOUNTANT,Melaka,183,CA,904.12
CUST_x0qU7,CACC_qo12E2v,28,ACCOUNTANTS,Sarawak,56,CA,1217.76
CUST_qo4GS,CACC_9jPRViR,65,SALES WORKERS NOT ELSEWHERE CLASSIF,Terengganu,41,SA,1204.28
CUST_5IUqm,CACC_piqlEub,14,OTHER SERVICE ACTIVITIES,Perak,25,SA,614.97
CUST_NUbzu,CACC_vO0zchC,78,REAL ESTATE ACTIVITIES,Perlis,132,CA,370.56
CUST_Fms55,CACC_e7gnl9t,20,CLERK,Perak,126,SA,1228.0
CUST_df5Ue,CACC_id87fbk,26,PHARMACISTS,Negeri Sembilan,38,CA,1023.64
CUST_kAoaW,CACC_vhtrBNj,97,"PUBLIC ADMINISTRATION & DEFENSE,",Kelantan,227,SA,5098.27
CUST_KYmMU,CACC_YnTZRvJ,30,TECHNICIAN,WP Labuan,227,SA,2023.19
CUST_Jue0W,CACC_9yNsRVP,71,PERSONAL SERVICES WORKERS NOT ELWHE,Terengganu,142,SA,846.34
CUST_9A9Gg,CACC_Vns1Y5T,28,DOCTOR VETERINAR,Perlis,162,SA,367.1
CUST_NS6bO,CACC_9b944kx,96,PERSONAL SERVICES WORKERS NOT ELWHE,Kedah,80,SA,1035.81
CUST_hEiKf,CACC_jnZZquy,40,PHARMACISTS,Pahang,129,CA,4586.35
CUST_aLh09,CACC_bDOGv9i,25,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,WP Putrajaya,79,CA,4452.77
CUST_KPo3R,CACC_qEAD5kx,11,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,WP KL,29,CA,2623.91
CUST_glObp,CACC_bXEcxm3,21,SECONDARY EDUCATION TEACHERS,Selangor,47,SA,1191.28
CUST_4UiqJ,CACC_3MyoIsM,63,REAL ESTATE ACTIVITIES,WP Putrajaya,210,CA,4155.2
CUST_iS5dv,CACC_WtNtCGV,53,LANDSCAPE ARCHITECTS,Pulau Pinang,9,CA,1574.94
CUST_bhnPl,CACC_nwgyNsC,19,OTH BIZ SERV N.E.C,Perlis,151,SA,3574.11
CUST_rPLC1,CACC_NjcKZFK,22,TANNING&DRESSING OF LEATHER;MFR OF,Selangor,223,CA,703.19
CUST_Ml5hB,CACC_S5g7fA2,78,PROFESSIONAL GOV SOCIAL BENEFIT OFF,WP Putrajaya,51,SA,259.57
CUST_O8Liw,CACC_EE0Dm6m,53,ACCOUNTANT,Terengganu,139,SA,688.48
CUST_JptrE,CACC_rtL0gds,55,"MINING,MANUFACTURING & CONSTRUCTION PROF",Pahang,223,SA,25979.84
CUST_ItBW8,CACC_KXNtck6,56,CONSULTANT,Kelantan,55,SA,646.85
CUST_1oXM0,CACC_wOkmd5H,33,GENERAL WORKER,Sabah,156,SA,264.73
CUST_hJbFp,CACC_p1VTEZd,77,FIRE FIGHTER,Melaka,72,SA,5328.36
CUST_UB0tg,CACC_T0Cbx7P,68,ADMINISTRATIVE ASSOCIATE PROFESSION,Kelantan,88,SA,6233.29
CUST_qeRIQ,CACC_JLqIChR,50,"FORESTRY, LOGGING AND RELATED SERVI",Negeri Sembilan,109,SA,1405.76
CUST_ZhgQR,CACC_aBqmSXU,68,MANUFACTURE OF OTHER NON-METALLIC,Kelantan,102,CA,1108.45
CUST_cPUcU,CACC_YvyAX0g,28,RENTING OF MACHINERY&EQUIPMENT W/O,Melaka,10,SA,1005.42
CUST_fuV0a,CACC_tGGwz6U,12,ACTORS,Terengganu,63,SA,6080.1
CUST_4Rvwf,CACC_nQ588tC,42,SALES WORKERS NOT ELSEWHERE CLASSIF,WP Putrajaya,134,SA,1785.74
CUST_JxUF9,CACC_LBEcG0f,39,PENSIONER,Perlis,40,SA,100.0
CUST_SdBIM,CACC_Dt69Qwf,14,EXECUTIVE,Selangor,104,CA,276.77
CUST_5tf98,CACC_8Q2ft1K,50,EDUCATION,Pahang,102,SA,2697.64
CUST_1YUg4,CACC_8OLrSMB,46,NURSE,Selangor,52,SA,149.73
CUST_qcLfp,CACC_XQfWYVS,74,"FINANCE, INSURANCE, REAL ESTATE AND",Perak,159,CA,5834.29
CUST_G0DjQ,CACC_NC3aVtC,60,CHILDREN BELOW AGE,Selangor,34,SA,1569.24
