Customer_ID,Customer_Acc,Age,Stated_Occupation,Location_State,Account_Tenure_Months,Account_Type,Avg_Balance
CUST_liji5,CACC_46wwXUI,59,ELEMENTARY OCCUPATIONS,WP KL,108,CA,826309.3
CUST_iEYUn,CACC_pE3wOn5,11,SECONDARY EDUCATION TEACHERS,WP Labuan,133,CA,554080.74
CUST_kshFC,CACC_0lYiN0j,38,GENERAL OFFICE CLERKS,Terengganu,163,CA,659456.69
CUST_FJzxz,CACC_kgaItcG,35,CONSULTANT,Sabah,226,SA,107830.17
CUST_ooSbI,CACC_1yQk3Jh,65,SEAMSTRESS,WP Putrajaya,59,CA,554896.98
CUST_Q7kte,CACC_LgYPpIh,13,"MINING,MANUFACTURING & CONSTRUCTION PROF",Pulau Pinang,78,SA,808270.65
CUST_uviAz,CACC_ovf7Bm4,96,"SALES, MARKETING & PUBLIC RELATIONS",Negeri Sembilan,229,SA,515105.62
CUST_f7o2c,CACC_tc3M684,36,ECONOMISTS,Negeri Sembilan,238,SA,164691.36
CUST_6mcdI,CACC_rBFOOHP,57,GOVERNMENT SERVANT,Pahang,107,SA,891688.1
CUST_7cnFX,CACC_QFOgHZJ,99,EXECUTIVE,Sarawak,204,SA,893457.3
CUST_TGhsu,CACC_2HVqDHc,20,ELEMENTARY OCCUPATIONS,Perlis,79,CA,661695.1
CUST_joCkk,CACC_uMrmzLk,79,OTHER SERVICE ACTIVITIES,Pulau Pinang,214,CA,746814.93
CUST_wQVGt,CACC_GR9fpLp,44,OTHERS,Kedah,226,SA,122845.66
CUST_UdFue,CACC_azhi5WS,31,TEACHER/LECTURER,WP KL,215,CA,179350.38
CUST_ehHQe,CACC_dv87veu,43,RENTING OF MACHINERY&EQUIPMENT W/O,Sabah,211,CA,310392.64
CUST_PXXdy,CACC_dVHsQZn,27,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Sarawak,80,SA,500791.11
CUST_UTlLF,CACC_oKZR93d,49,"FORESTRY, LOGGING AND RELATED SERVI",WP Putrajaya,8,CA,131909.04
CUST_P48cp,CACC_8CcortI,30,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Sabah,233,CA,506379.3
CUST_tVD9n,CACC_Kdr9VBT,93,"PLANT AND MACHINE OPERATORS, AND ASSEMBLERS",Sarawak,142,CA,804144.11
CUST_jvi2q,CACC_UZhT6Jx,27,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Sabah,24,SA,131144.65
CUST_R34Tf,CACC_Cs74lwy,49,SERVICE MANAGER,Selangor,223,CA,301018.6
CUST_tc82Q,CACC_evkP4Pr,45,EDUCATION,Perlis,124,SA,955627.69
CUST_0YNQB,CACC_5W7EYE1,56,SECTOR N.E.C,WP Putrajaya,223,CA,555242.52
CUST_T4APC,CACC_CuFdtDW,12,CLERICAL SUPPORT WORKERS,Terengganu,203,CA,140425.56
CUST_gm6qi,CACC_v2Fji33,77,ACCOUNTANT,Kedah,233,CA,933029.92
CUST_0MWih,CACC_5MvgYk9,63,AIRCRAFT PILOTS & RELATED PROFESSIONALS,WP KL,106,CA,784784.97
CUST_rjPk1,CACC_l2IkdYD,86,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Terengganu,30,CA,796837.41
CUST_TP3GN,CACC_n3EmYc9,84,"FINANCE, INSURANCE, REAL ESTATE AND",Negeri Sembilan,83,SA,606055.22
CUST_brPpZ,CACC_lxsWy4o,93,OTH BIZ SERV N.E.C,Sarawak,147,CA,374246.63
CUST_qOijU,CACC_JTtIa0V,47,RECEPTIONIST,Perak,31,SA,867503.88
CUST_0O16X,CACC_dNqk7Pz,34,COOKS,Perlis,63,CA,746039.68
CUST_V87wT,CACC_5646k9C,31,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",WP KL,231,CA,66652.2
CUST_IpzJs,CACC_QmhPTOz,52,RENTING OF MACHINERY&EQUIPMENT W/O,Pulau Pinang,39,CA,310403.64
CUST_ez69F,CACC_7lkGvMD,84,SEAMSTRESS,Melaka,221,SA,165615.17
CUST_e4b54,CACC_I43KSDQ,24,SECTOR N.E.C,Selangor,41,CA,21245.9
CUST_x4gtz,CACC_vkheVwG,20,LANDSCAPE ARCHITECTS,Kedah,50,CA,53476.59
CUST_A2AQo,CACC_xwltk0a,48,IT SPECIALIST,Perlis,165,SA,318059.3
CUST_aSFFO,CACC_yLhqG72,45,ACADEMICIANS,Perlis,178,SA,851146.51
CUST_gH3hu,CACC_XGvaCL1,58,GOVERNMENT SERVANT,Perlis,47,SA,249462.64
CUST_PjKQZ,CACC_pKJXpZr,31,"EDUCATION, HEALTH AND OTHERS",Selangor,228,CA,49349.19
CUST_Hfwfc,CACC_4fRKOEU,10,DOCTOR VETERINAR,WP Labuan,128,SA,833475.21
CUST_huFqE,CACC_UyFGKiR,19,GENERAL OFFICE CLERKS,Kedah,100,SA,99203.23
CUST_Gp3hc,CACC_1HbvBCM,85,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",WP KL,218,CA,802045.68
CUST_HgrNq,CACC_YOrSwv8,98,HOSPITALITY & REL SERVICES PROFESSI,Sarawak,153,SA,779018.45
CUST_k8zvC,CACC_H5ensL4,76,EDUCATION,WP KL,131,CA,857586.39
CUST_FEeK5,CACC_JKx3lZa,56,"RETAIL TRADE,EXCEPT OF MOTOR",Perak,190,CA,639599.31
CUST_AkErC,CACC_YgETplj,32,PERSONAL SERVICES WORKERS NOT ELWHE,Kedah,37,CA,416947.68
CUST_Gj8VM,CACC_JxFLiRn,53,BANKER,Negeri Sembilan,84,CA,366455.81
CUST_v0cKs,CACC_Ij5m6hY,76,VOCATIONAL EDUCATION TEACHERS,Perak,94,CA,296946.79
CUST_v66dK,CACC_uINu1HC,71,COMPUTER PROGRAMMER,WP Putrajaya,163,SA,480962.34
CUST_9fJLU,CACC_h64JOfH,79,VOCATIONAL EDUCATION TEACHERS,Perak,131,SA,652622.08
CUST_EvIoW,CACC_vkOXaWV,86,RELIGIOUS TEACHERS,WP KL,135,SA,632954.34
CUST_gGFG6,CACC_8dJKyP4,16,MANAGERS,Melaka,178,CA,694828.65
CUST_CwkuJ,CACC_BivngOO,28,BUILDING ARCHITECTS,WP KL,221,CA,614418.3
CUST_kuYct,CACC_Smkt0Uu,67,GENERAL WORKER,Terengganu,176,SA,935946.23
CUST_5yfj6,CACC_APVVl7Z,17,"RECREATIONAL, CULTURAL AND SPORTING",Melaka,231,SA,800904.09
CUST_3P5Xa,CACC_uK40K3u,46,RENTING OF MACHINERY&EQUIPMENT W/O,Perak,189,SA,946032.46
CUST_rLCEc,CACC_7cI8WAd,81,EXECUTIVE,Negeri Sembilan,175,SA,95139.69
CUST_ULE9E,CACC_FBfCf5q,56,LANGUAGE TEACHERS,Melaka,45,CA,572473.27
CUST_km6SE,CACC_iENj92p,60,LAWYER/SOLICITOR,Perak,165,SA,763947.0
CUST_TWbZE,CACC_c2rfTtI,92,MOTOR VEHICLE MECHANICS AND REPAIRE,Perlis,121,CA,931243.11
CUST_1i8vH,CACC_jMM5HPl,63,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Kelantan,190,CA,87800.24
CUST_XLCOf,CACC_N37ofBE,53,PROFESSIONAL POLICE INSPECTOR & DET,Sabah,103,SA,671264.29
CUST_tcmWF,CACC_0woML3u,79,CONSULTANT,Pulau Pinang,179,SA,762555.89
CUST_hxXLr,CACC_jbuFJF2,67,PERSONAL SERVICES WORKERS NOT ELWHE,Sarawak,90,SA,157695.89
CUST_KbdnJ,CACC_aRfDnsk,38,REAL ESTATE ACTIVITIES,Melaka,25,SA,437960.25
CUST_3HLhj,CACC_BLiPxhx,76,MANUFACTURE OF TOBACCO PRODUCTS,Kelantan,177,CA,936146.37
CUST_b828A,CACC_cARx8KJ,59,"SKILLED AGRICULTURAL, FORESTRY, LIVESTOCK AND FISHERY WORKERS",Sarawak,149,CA,376421.84
CUST_MWziM,CACC_r7vBOfy,68,ACADEMICIANS,Kedah,174,SA,118566.73
CUST_xZcUK,CACC_O4Tw8I3,95,PERSONAL SERVICES WORKERS NOT ELWHE,WP KL,212,SA,122009.49
CUST_ny7uQ,CACC_zWf1uCk,53,IT SPECIALIST,Kedah,166,SA,454372.53
CUST_pKk5x,CACC_YB8HN6f,11,"RECREATIONAL, CULTURAL AND SPORTING",WP KL,106,CA,458602.23
CUST_SwPgS,CACC_YpeB9RE,38,SALES WORKERS NOT ELSEWHERE CLASSIF,Kedah,76,SA,781315.91
CUST_ZUypN,CACC_57dbaJO,92,"MINING,MANUFACTURING & CONSTRUCTION PROF",Kelantan,97,SA,879212.1
CUST_siYPO,CACC_jxYoLKn,71,SECTOR N.E.C,Sarawak,202,CA,999104.82
CUST_Mk5rG,CACC_rfkPvC4,19,PRIMARY SCHOOL & EARLY CHILDHOOD TEACHERS,Terengganu,37,SA,90531.68
CUST_hUWgF,CACC_ZeTwQqX,71,AUDITOR,WP KL,11,CA,143107.57
CUST_YmOva,CACC_bCgRkHJ,31,SHIPS DECK OFFICERS AND PILOTS,Sarawak,195,CA,910647.16
CUST_RYRKn,CACC_g31TzuB,36,PROFESSIONAL POLICE INSPECTOR & DET,WP Labuan,13,CA,51752.75
CUST_jH8Ry,CACC_dwel3ki,10,SHIP ENGINEER,Terengganu,236,SA,238628.97
CUST_j1F51,CACC_5y7pZAg,35,SHIPS DECK OFFICERS AND PILOTS,Negeri Sembilan,18,SA,927802.65
CUST_ciqQo,CACC_rIT1IKs,82,SERVICE MANAGER,Sarawak,204,SA,837996.42
CUST_1QsQB,CACC_9lgVn99,50,PROFESSIONALS,Perak,52,CA,504580.54
CUST_XcMYx,CACC_vdw3vpG,21,DOCTOR,Sarawak,134,SA,851145.99
CUST_XTu7o,CACC_sWTNEGG,50,"PUBLIC ADMINISTRATION & DEFENSE,",WP KL,178,CA,270831.68
CUST_Bk1fi,CACC_Bikzwm3,27,GENERAL WORKER,Sabah,128,SA,611582.45
CUST_XILfs,CACC_bWVL3zA,55,SELF-EMPLOYED,Kelantan,150,CA,884157.3
CUST_uTicd,CACC_fT6uxUd,13,"FINANCE, INSURANCE, REAL ESTATE AND",Sabah,102,CA,91811.83
CUST_4erhi,CACC_a5btdp6,79,CLERICAL,Pulau Pinang,236,SA,784102.54
CUST_L31cK,CACC_NGccy3e,51,OTHERS,Terengganu,210,SA,145215.74
CUST_HVbiy,CACC_9Ntt6Ga,32,PILOT,Selangor,76,CA,699805.97
CUST_IacMZ,CACC_x3eyLWI,62,OTHERS,Terengganu,109,SA,148524.15
CUST_2bX0l,CACC_nJAvu6v,51,BUILDING ARCHITECTS,Sabah,100,SA,119305.6
CUST_EhSAo,CACC_HBe9pZa,52,MFR OF WOOD&PRODS OF WOOD&CORK EXCE,Melaka,228,CA,304774.13
CUST_2dUJk,CACC_0i5H4MY,65,PHARMACISTS,Sarawak,149,CA,411869.72
CUST_meU7H,CACC_bjqXr8J,67,"PUBLIC ADMINISTRATION & DEFENSE,",Perak,203,CA,588347.42
CUST_8hj2m,CACC_mtDwGwT,64,"SALES, MARKETING & PUBLIC RELATIONS",WP Labuan,13,CA,474185.26
CUST_NY8bT,CACC_YQWKOW3,47,CLERICAL SUPPORT WORKERS,Negeri Sembilan,27,SA,565815.32
CUST_GzPaH,CACC_EC1ceYC,63,"LIBRARIANS, ARCHIVISTS AND CURATORS",Selangor,157,SA,316282.53
CUST_8sfk8,CACC_M7WNRzq,68,TECHNICIAN,Sarawak,85,SA,431475.05
CUST_WWeZU,CACC_SpoaLI2,57,EXTRA-TERRITORIAL ORGANISATIONS AND,Perlis,90,SA,736732.02
CUST_OT3mG,CACC_vSXi88P,56,POLICE OFFICERS,WP Labuan,35,SA,503682.56
CUST_GJkNy,CACC_ljGqULM,76,ELEMENTARY OCCUPATIONS,Pahang,193,CA,837398.62
CUST_8Smwf,CACC_o8E3QJW,38,MANUFACTURE OF TOBACCO PRODUCTS,Perlis,14,CA,72151.94
CUST_aVyKX,CACC_rvCB8x9,88,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",WP KL,18,CA,334196.63
CUST_MNprs,CACC_s3Cw1pS,35,PRODUCTION AND MANUFACTURING MANAGERS,Melaka,177,CA,742718.3
CUST_R2NNp,CACC_RCMUWRw,91,SECONDARY EDUCATION TEACHERS,Perak,200,SA,372324.35
CUST_yiVhZ,CACC_uRUsY6m,87,LANDSCAPE ARCHITECTS,Melaka,61,SA,119760.59
CUST_kr44K,CACC_n5XiAhV,55,(BLANK),Perlis,231,CA,772127.68
CUST_C97gD,CACC_6yZrAZk,99,PHARMACISTS,Pahang,186,SA,705435.82
CUST_yRpZz,CACC_BRqF5OF,77,MANUFACTURE OF TOBACCO PRODUCTS,WP Labuan,156,CA,209136.75
CUST_LYNvY,CACC_xVlGGov,10,MANUFACTURE OF OTHER NON-METALLIC,Perlis,115,CA,165990.28
CUST_4IUvQ,CACC_UftxbWq,47,"RETAIL TRADE,EXCEPT OF MOTOR",WP Labuan,238,SA,839085.82
CUST_3fmpo,CACC_gq9O4Iu,60,MOTOR VEHICLE MECHANICS AND REPAIRE,WP Putrajaya,158,CA,448300.79
CUST_KnhQR,CACC_h8X9KZs,85,NURSE,Pahang,23,SA,433835.65
CUST_rGx9B,CACC_roXBDLv,77,LAWYER/SOLICITOR,Perlis,221,CA,181008.56
CUST_Qwzy8,CACC_7fRxi6C,31,OTHER NON-SCHEDULED PASSENGER LAND,WP Putrajaya,15,SA,292130.12
CUST_ZA7Rw,CACC_Eh8SWyG,30,ADMINISTRATIVE ASSOCIATE PROFESSION,Perlis,239,SA,493340.65
CUST_p7mh8,CACC_5w5UsFV,11,UNIVERSITY AND HIGHER EDUCATION TEACHER,Pahang,62,SA,637624.94
CUST_wojdj,CACC_7BYVEPY,85,POLICE OFFICERS,Terengganu,101,SA,762926.73
CUST_wZmHC,CACC_3wwjZCp,65,SELF-EMPLOYED,Sabah,91,SA,338522.64
CUST_AoSy0,CACC_oTnH1mo,58,RECEPTIONIST,WP KL,83,CA,768650.73
CUST_SUlve,CACC_crMr83Q,72,SHIPS DECK OFFICERS AND PILOTS,Pulau Pinang,124,CA,587165.23
CUST_03YI7,CACC_Y1QRuhI,91,SERVICE MANAGER,WP KL,95,CA,498867.08
CUST_VFlSu,CACC_khVk0yZ,86,RELIGIOUS PROFESSIONALS,Perlis,29,CA,917345.94
CUST_nUgfX,CACC_3Av0Uy6,45,TRANSPORT VIA RAILWAYS (MRS),Terengganu,97,CA,338921.75
CUST_HtQ33,CACC_edJ15qI,38,ADMINISTRATIVE ASSOCIATE PROFESSION,Negeri Sembilan,10,SA,448262.51
CUST_rmk1c,CACC_CLFUaD1,93,ACCOUNTANT,Pahang,38,SA,7413.72
CUST_orAYb,CACC_3T6UP6Q,47,HOUSEHOLD,Melaka,170,SA,981807.77
CUST_FM7sg,CACC_Wt8YK3l,67,MOTOR VEHICLE MECHANICS AND REPAIRE,Terengganu,212,CA,761456.42
CUST_y17In,CACC_hwsDtQL,68,ECONOMISTS,Perlis,175,CA,782026.97
CUST_FkmYe,CACC_g9VSj4R,96,"FINANCE, INSURANCE, REAL ESTATE AND",WP Labuan,22,CA,732440.26
CUST_qz4us,CACC_Uu2Tjnj,82,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,Terengganu,135,SA,969818.14
CUST_2k4Ax,CACC_BYbzD6n,68,GENERAL OFFICE CLERKS,WP Putrajaya,41,CA,733780.12
CUST_iZeXj,CACC_r5EJ4aO,97,FIRE FIGHTER,Terengganu,86,CA,41042.87
CUST_6gjVT,CACC_KIaaj3w,21,BUILDING ARCHITECTS,Sarawak,232,CA,985541.62
CUST_sXI6S,CACC_xQVdw7N,87,"FINANCE, INSURANCE, REAL ESTATE AND",Pahang,235,CA,793702.78
CUST_d4qSh,CACC_Z7PT8Dy,47,CARTOGRAPHERS AND SURVEYORS,Kelantan,57,SA,802079.58
CUST_XwbmB,CACC_CKMl8QR,33,RECEPTIONIST,Perak,199,CA,372765.07
CUST_CKuQL,CACC_8fMEeeb,13,SCHEDULED AIR TRANSPORT,Kedah,92,CA,675338.1
CUST_i5VoE,CACC_3kqnamN,78,PROFESSIONAL GOV SOCIAL BENEFIT OFF,Terengganu,187,CA,739457.53
CUST_0CmZX,CACC_2rJfazA,87,NURSE,WP KL,95,CA,234611.7
CUST_iPc4U,CACC_CPZTrRT,19,EXTRA-TERRITORIAL ORGANISATIONS AND,Negeri Sembilan,207,CA,514677.88
CUST_madzS,CACC_8SNJodC,10,PERSONAL SERVICES WORKERS NOT ELWHE,Sabah,130,CA,401415.42
CUST_b9Zvx,CACC_qZrpSF4,72,AUDITOR,Terengganu,163,CA,852795.85
CUST_2tK1T,CACC_c0CldsK,31,ELEMENTARY OCCUPATIONS,Pulau Pinang,188,SA,299013.76
CUST_kaheI,CACC_mA5fBdc,73,IT SPECIALIST,Perak,98,CA,886568.91
CUST_ILQ9W,CACC_AGoGDYN,34,OTH BIZ SERV N.E.C,Melaka,165,CA,341992.75
CUST_bfHqt,CACC_WaZArvv,50,PROFESSIONAL GOV SOCIAL BENEFIT OFF,Perak,195,SA,296432.42
CUST_qSTWj,CACC_fbo7WPV,99,PHARMACIST,Perak,131,CA,574914.44
CUST_BA5z6,CACC_2xnoLzB,26,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,WP KL,170,SA,392429.86
CUST_UGENY,CACC_6xvKo5s,63,CHILDREN BELOW AGE,WP Labuan,56,CA,134453.48
CUST_4sBF3,CACC_8toCcX5,19,(BLANK),Kelantan,20,CA,17767.01
CUST_Q9kNQ,CACC_fA8CgFs,28,CRAFT AND RELATED TRADES WORKERS,Perak,232,SA,343358.13
CUST_FTImQ,CACC_EgVjzDl,50,ACCOUNTANT,WP Labuan,231,SA,540902.55
CUST_bCFy4,CACC_qn5MC8H,77,ACTORS,Pahang,86,SA,235173.61
CUST_jfOTV,CACC_sC0uwlg,60,VOCATIONAL EDUCATION TEACHERS,WP Labuan,219,CA,742343.72
CUST_Y6v9y,CACC_qOap6L8,57,NON-EXECUTIVE,Selangor,151,SA,299453.35
CUST_NV7rY,CACC_1pF7JYO,86,"OTHER COMMUNITY, SOCIAL & PERSONAL",Pahang,81,CA,874326.93
CUST_tYH67,CACC_udlA8yH,23,PENSIONER,Pahang,19,SA,791995.23
CUST_qI5jJ,CACC_SskbEr5,62,SECRETARY,Terengganu,108,SA,994702.28
CUST_wZqnD,CACC_CFADDbq,52,IT SPECIALIST,Sabah,65,SA,902563.71
CUST_akRSL,CACC_4Qi87JF,34,SECRETARY,Perlis,48,CA,101983.97
CUST_czSn1,CACC_dza8d32,60,PHARMACISTS,Terengganu,80,SA,512780.79
CUST_Lo69O,CACC_CLjjjyy,94,RENTAL OF PERSONAL AND HOUSEHOLD GOODS,Melaka,13,SA,103092.38
CUST_tCupU,CACC_aCtDNbY,96,MANAGERS,Kedah,17,CA,65623.88
CUST_ZBnA8,CACC_bjZrxvQ,98,COOKS,Negeri Sembilan,126,SA,51055.39
CUST_NIkRK,CACC_8L92kQ5,38,SHIPS DECK OFFICERS AND PILOTS,Kelantan,154,CA,60622.4
CUST_FTZP0,CACC_FxHwBPt,90,"LIBRARIANS, ARCHIVISTS AND CURATORS",Perak,53,SA,394186.36
CUST_GLCIq,CACC_iYuAzda,37,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Perak,40,CA,112159.16
CUST_mXvaL,CACC_xD0Kn0o,47,STEWARD/STEWARDESS,Melaka,5,CA,489553.06
CUST_YWUiU,CACC_jnqs7F9,55,STUDENT,Pahang,101,CA,780603.08
CUST_Icbt2,CACC_ULXl6A9,52,"MUSIC, ARTS AND PERFORMING ARTS TEACHERS",Perlis,66,CA,242558.6
CUST_MztKF,CACC_lrbtgmV,39,OTHER NON-SCHEDULED PASSENGER LAND,Perlis,208,SA,228330.05
CUST_zMJsy,CACC_oS0r3Qh,76,FINANCIAL AND INVESTMENT ADVISERS,Negeri Sembilan,224,CA,460823.53
CUST_HZShR,CACC_v2291V5,14,STEWARD/STEWARDESS,Sabah,50,CA,47469.28
CUST_rkUKV,CACC_GFwGPw4,38,"FORESTRY, LOGGING AND RELATED SERVI",Kedah,221,CA,188403.14
CUST_HXuF6,CACC_We6B2f3,10,SHIP ENGINEER,Kedah,41,CA,620187.27
CUST_tFvDS,CACC_0FP36dN,52,"OTHER COMMUNITY, SOCIAL & PERSONAL",Kelantan,139,CA,849450.39
CUST_nDHks,CACC_CkAGT4u,63,CHILDREN BELOW AGE,Kedah,71,SA,619157.17
CUST_yX0Nk,CACC_6j1nBAl,51,ENGINEERING PROF(INCL ELECTROTECHNO,WP Labuan,187,SA,254338.06
CUST_50dCg,CACC_dJ8TfpB,86,TECHNICIAN,WP Labuan,136,CA,603464.11
CUST_U0TrH,CACC_MjMQXwR,91,ACADEMICIANS,Kelantan,90,SA,318467.28
CUST_mICVQ,CACC_q8aegIo,83,"MINING,MANUFACTURING & CONSTRUCTION PROF",Sarawak,31,SA,216434.06
CUST_QDMUZ,CACC_tUC2ve6,56,OTHER SERVICE ACTIVITIES,Terengganu,79,SA,29931.79
CUST_Yqrt8,CACC_Afudcpg,17,CONSULTANT,Pulau Pinang,95,CA,165571.21
CUST_SEY7j,CACC_rrB6UXf,69,"RECREATIONAL, CULTURAL AND SPORTING",WP KL,172,CA,317221.46
CUST_42R7L,CACC_mshoQYz,76,SERVICE MANAGER,WP Labuan,39,SA,126113.74
CUST_aYNSE,CACC_daXd0iY,79,"FORESTRY, LOGGING AND RELATED SERVI",Sabah,168,CA,507341.97
CUST_4moog,CACC_3PkAH2l,25,SERVICE MANAGER,WP Putrajaya,67,CA,16678.14
CUST_ZP5lv,CACC_JeDb40k,59,OPTOMETRISTS AND OPHTHALMIC OPTICIANS,Selangor,142,CA,897312.47
CUST_wqe5V,CACC_HPuTqKO,21,EXECUTIVE,WP Labuan,102,SA,621829.85
CUST_5msm5,CACC_Y9VMYtE,26,HOUSEHOLD,Sabah,16,CA,294825.72
CUST_njBnH,CACC_O0tyn7f,63,ENGINEER,Terengganu,235,SA,18258.73
CUST_v01D3,CACC_GKfPBKc,14,RENTING OF MACHINERY&EQUIPMENT W/O,Melaka,59,SA,253739.14
CUST_A8B20,CACC_WjSKWtQ,88,EXTRA-TERRITORIAL ORGANISATIONS AND,Terengganu,48,SA,396226.88
CUST_exTb9,CACC_TKMVRik,77,OTHER AGRICULTURE,Perlis,176,SA,758446.39
CUST_iZwqk,CACC_dswdqAh,61,PROFESSIONAL GOV SOCIAL BENEFIT OFF,WP Putrajaya,40,CA,514631.59
CUST_RwyBg,CACC_SpWc6K0,94,SECONDARY EDUCATION TEACHERS,Kedah,192,CA,408020.63
CUST_RHxlv,CACC_V2Uq1kK,56,WAITER/WAITRESS,Kelantan,187,SA,395067.74
